Japanese,English
婦長と話したいのですが。,Can I speak to the head nurse?
私の姉は君より背が低い。,My sister is shorter than you.
あなたの病気について知らなかったので、病院へ見舞いにいけなかった。,"I didn't know that you were sick, so I didn't visit you in the hospital."
同社は第一四半期に４億ドルの欠損を出した。,The company incurred a deficit of $400 million during the first quarter.
他人を軽蔑してはいけない。,Don't look down on others.
時代の流れについていくのは容易ではない。,It's not easy to keep up with the times.
お昼をおごってくれたのを覚えてますか。,Do you remember buying me lunch?
人口爆発は重大な問題である。,The population explosion is a serious problem.
トムは一緒に映画を見に行こうと、彼女を口説いた。,Tom persuaded her into going to the movies with him.
彼は時々学校を休みます。,He is sometimes absent from school.
その件はまた後で話し合おうか。,Let's discuss the matter later.
月曜日で大丈夫？,Is Monday OK?
いつも何時に帰宅するんですか？,What time do you usually return home?
トムは一人息子を交通事故で亡くした。,Tom lost his only son in a car accident.
欲しい物を買うためには、もう300ドル必要なんだよ。,I need another three hundred dollars to buy what I want.
僕、コーヒー飲めないんだ。,I can't drink coffee.
トムは車の運転ができないって、本当？,Is it true that Tom can't drive?
トムはさらに数ドル払わなければいけなかった。,Tom had to pay a few more dollars.
英語でCをとった。,I got a C in English.
彼は医者のふりをした。,He pretended to be a doctor.
トムは断った。,Tom refused.
彼女は風邪をひいて、学校を休んでいる。,She has a cold and is absent from school.
僕は見たとたんに彼女だと分かった。,I recognized her as soon as I saw her.
すみませんが、もう少しお茶をいただけませんか。,Would you please give me some more tea?
それはあなたの猫ですか。,Is that your cat?
この服は寒い冬の日には向かない。,These clothes are not appropriate for a cold winter day.
寝タバコはご遠慮ください。,Please don't smoke in bed.
もうそんなに熱くないよ。,It's not so hot anymore.
冗談なんかじゃないのよ。,It's not a joke.
彼の手は寒さで青白くなっていた。,His hands were blue because of the cold.
彼は父を怖がっている。,He is afraid of his father.
私たちの会社は新しい化学工場をロシアに建設する計画をしている。,Our company is planning to build a new chemical plant in Russia.
心が動くね。,That sounds very tempting.
トムはちょっとせっかちすぎると思う。,I think Tom is a bit too impatient.
鍵はどこだろう？,Where's the key?
私が来ましょうか？,Do you want me to come?
赤い上着は好きではありません。,I don't like the red jacket.
ありがとうございます！,Thanks.
今夜は楽しんでる？,Are you having a good time tonight?
私は彼の音楽をよく知っている。,I am familiar with his music.
日本人は家に上がる時、靴を脱ぎます。,The Japanese take off their shoes when they enter a house.
彼は銀行で働いています。,He works in a bank.
私たちは経験から学習するのです。,We learn by experience.
謝ったら？,Why not apologize?
私たちはバスを借り切った。,We chartered a bus.
車の中にいるようにあなたに言ったはずです。,I thought I told you to stay in the car.
今日は勉強したくない。,I don't want to study today.
彼らはパーティーで楽しく過ごした。,They enjoyed themselves at the party.
トムは私の友人です。,Tom is my buddy.
円をドルに両替できますか。,Can I exchange yen for dollars here?
あの店はやだな。,I don't like that store.
あなたのことが大好きです。,I like you a lot.
それは売らないつもりです。,I'm not going to sell it.
彼はずっと黙っていた。,He remained silent.
あの少年は誰ですか。,Who's that boy?
そのくらい誰でもできる。,Anyone can manage that.
彼は合衆国で育ったが、母語は日本語です。,"He was raised in the United States, but his native language is Japanese."
トムはこの国に住みたいんだ。,Tom would like to live in this country.
この問題に答えることは難しい。,It's difficult to answer this question.
この机を彼に買ってやろう。,I'll buy this desk for him.
視力が低下してきたんです。,My eyesight is getting worse.
この国の石油は不足していない。,We are not short of oil in this country.
３０分早く出発すればよかったのに。,You should've left half an hour earlier.
本当にトムはここにいるんですか？,Are you sure that Tom is here?
お釣りは取っておいて。,Keep the change.
計画は失敗しました。,The plan has failed.
僕だったら、断るな。,I'd say no if I were you.
頭痛がします。,I have a headache.
素晴らしいですね！,How wonderful!
間に合いそう？,Can you make it on time?
それにいくら払ったの？,How much did you pay for that?
パリ滞在が長くなるにつれ、それだけパリが好きになっていった。,"The longer I stayed in Paris, the more I liked it."
跳べ！,Jump.
同じような経験したことあるよ。,I had a similar experience.
この手紙を朝一番で出すの忘れないでね。,Don't forget to mail this letter first thing in the morning.
